NAME,PRICE,CUISINES,CITY,REGION,URL,PAGE NO,RESTAURANT_TYPE,TIMING,RATING_TYPE,RATING,VOTES,AREA,PRICE_CATEGORY,RATING_CATEGORY,POPULARITY_CATEGORY,AFFORDABLE_FLAG,WEIGHTED_RATING,VALUE_SCORE,COMBINED_FEATURES
Nityanand Restaurant,500,"Street Food,North Indian,South Indian",Mumbai,Santacruz East,https://www.zomato.com/mumbai/nityanand-restaurant-santacruz-east/info,313,Quick Bites,8am to 11pm(Mon-Sun),Average,3.0,146.0,Santacruz,Budget,Average,Moderately Popular,False,3.26,6.52,"nityanand restaurant street food,north indian,south indian quick bites budget average moderately popular"
One Fry Day,300,Fast Food,Mumbai,Versova-- Andheri West,https://www.zomato.com/mumbai/one-fry-day-versova/info,315,Quick Bites,1015am to 11pm(Mon-Sun),Dobrze,3.9,160.0,Andheri,Budget,Good,Moderately Popular,True,3.78,12.6,one fry day fast food quick bites budget good moderately popular
Hotel Karimi,400,"Chinese,Mughlai",Mumbai,Bandra East,https://www.zomato.com/mumbai/hotel-karimi-bandra-east/info,315,Quick Bites,12noon to 12midnight(Mon-Sun),Average,3.4,60.0,Bandra,Budget,Average,Low Popularity,False,3.54,8.85,"hotel karimi chinese,mughlai quick bites budget average low popularity"
Charcoal BBQ,600,"BBQ,Kebab,Fast Food,Rolls",Mumbai,Near Andheri West Station,https://www.zomato.com/mumbai/charcoal-bbq-near-andheri-west-station/info,317,Casual Dining,"1230pm to 1030pm(Mon-Sat),Closed(Sun)",Good,3.7,41.0,Andheri,Moderate,Good,Low Popularity,True,3.64,6.07,"charcoal bbq bbq,kebab,fast food,rolls casual dining moderate good low popularity"
Food King,450,"Chinese,Fast Food,North Indian,Mughlai,Beverages",Mumbai,Santacruz East,https://www.zomato.com/mumbai/food-king-santacruz-east/info,317,Casual Dining,11am to 12midnight(Mon-Sun),Good,3.6,100.0,Santacruz,Budget,Good,Moderately Popular,True,3.61,8.02,"food king chinese,fast food,north indian,mughlai,beverages casual dining budget good moderately popular"
Kishore Punjab,500,"North Indian,Chinese,Mughlai",Mumbai,Near Andheri East Station,https://www.zomato.com/mumbai/kishore-punjab-near-andheri-east-station/info,318,Casual Dining,11am to 1230AM(Mon-Sun),Good,3.5,40.0,Andheri,Budget,Good,Low Popularity,True,3.58,7.16,"kishore punjab north indian,chinese,mughlai casual dining budget good low popularity"
Mashhad Sheesha,400,"Lebanese,North Indian",Mumbai,Bandra Talao-- Bandra West,https://www.zomato.com/mumbai/mashhad-sheesha-bandra-talao-bandra-west/info,318,Casual Dining,11am to 130am(Mon-Sun),Good,3.5,35.0,Bandra,Budget,Good,Low Popularity,True,3.58,8.95,"mashhad sheesha lebanese,north indian casual dining budget good low popularity"
Executive Enclave,1500,Modern Indian,Mumbai,Pali Hill-- Bandra West,https://www.zomato.com/mumbai/executive-enclave-pali-hill-bandra-west/info,319,Casual Dining,"1230pm to 4pm,8pm to 1230AM(Mon-Sun)",Average,3.3,11.0,Bandra,Expensive,Average,Low Popularity,False,3.58,2.39,executive enclave modern indian casual dining expensive average low popularity
BKC Zaika,600,Chinese,Mumbai,Bandra East,https://www.zomato.com/mumbai/bkc-zaika-bandra-east/info,319,Casual Dining,"12noon to 330pm,6pm to 1230AM(Mon-Fri),6pm to ...",Average,3.3,13.0,Bandra,Moderate,Average,Low Popularity,False,3.58,5.97,bkc zaika chinese casual dining moderate average low popularity
Down Town,700,"North Indian,Kebab",Mumbai,7 Bungalows-- Andheri West,https://www.zomato.com/mumbai/down-town-7-bungalows/info,319,Casual Dining,4pm to 130am(Mon-Sun),Good,3.6,34.0,Andheri,Moderate,Good,Low Popularity,True,3.61,5.16,"down town north indian,kebab casual dining moderate good low popularity"
Big Binge Co.,500,"Fast Food,Italian,American,Continental",Mumbai,Vile Parle East,https://www.zomato.com/mumbai/big-binge-co-vile-parle-east/info,32,Quick Bites,11am to 4am(Mon-Sun),Very Good,4.3,202.0,Vile Parle,Budget,Very Good,Moderately Popular,True,4.06,8.12,"big binge co. fast food,italian,american,continental quick bites budget very good moderately popular"
Smiley Pops,300,"Desserts,Ice Cream,Beverages,Sandwich",Mumbai,Andheri Lokhandwala-- Andheri West,https://www.zomato.com/mumbai/smiley-pops-andheri-lokhandwala/info,32,Dessert Parlor,9am to 1am(Mon-Sun),Excellent,4.6,94.0,Andheri,Budget,Excellent,Low Popularity,True,4.07,13.57,"smiley pops desserts,ice cream,beverages,sandwich dessert parlor budget excellent low popularity"
Shree Laxmi Sagar,600,"South Indian,Fast Food,North Indian,Chinese",Mumbai,Vile Parle West,https://www.zomato.com/mumbai/shree-laxmi-sagar-vile-parle-west/info,32,Casual Dining,1145am to 130am(Mon-Sun),Good,3.7,222.0,Vile Parle,Moderate,Good,Moderately Popular,True,3.67,6.12,"shree laxmi sagar south indian,fast food,north indian,chinese casual dining moderate good moderately popular"
Lucky Biryani,800,"Mughlai,North Indian,Chinese,Biryani",Mumbai,Oshiwara-- Andheri West,https://www.zomato.com/mumbai/lucky-biryani-oshiwara/info,32,Casual Dining,12noon to 1230AM(Mon-Sun),Good,3.8,464.0,Andheri,Moderate,Good,Moderately Popular,True,3.76,4.7,"lucky biryani mughlai,north indian,chinese,biryani casual dining moderate good moderately popular"
Badshah Biryani,700,"Biryani,North Indian,Rolls,Mughlai",Mumbai,Andheri Lokhandwala-- Andheri West,https://www.zomato.com/mumbai/badshah-biryani-andheri-lokhandwala/info,32,none,"12noon to 4pm,630pm to 3am(Mon,Wed,Thu,Fri...",Very Good,4.2,43.0,Andheri,Moderate,Very Good,Low Popularity,True,3.78,5.4,"badshah biryani biryani,north indian,rolls,mughlai none moderate very good low popularity"
Mister Shake,600,Beverages,Mumbai,Vile Parle West,https://www.zomato.com/mumbai/mister-shake-vile-parle-west/info,320,Beverage Shop,11am to 1am(Mon-Sun),Good,3.8,165.0,Vile Parle,Moderate,Good,Moderately Popular,True,3.72,6.2,mister shake beverages beverage shop moderate good moderately popular
House 24,700,"Biryani,Chinese,North Indian,Rolls,Kebab",Mumbai,Versova-- Andheri West,https://www.zomato.com/mumbai/house--versova/info,321,none,12noon to 130am(Mon-Sun),Good,3.9,292.0,Andheri,Moderate,Good,Moderately Popular,True,3.82,5.46,"house 24 biryani,chinese,north indian,rolls,kebab none moderate good moderately popular"
Biryani Studio,500,"North Indian,Biryani",Mumbai,Andheri Lokhandwala-- Andheri West,https://www.zomato.com/mumbai/biryani-studio-andheri-lokhandwala/info,321,none,7pm to 4am(Mon-Sun),Good,3.9,73.0,Andheri,Budget,Good,Low Popularity,True,3.73,7.46,"biryani studio north indian,biryani none budget good low popularity"
Dad's Kitchen,600,"North Indian,Chinese",Mumbai,Near Andheri West Station,https://www.zomato.com/mumbai/dads-kitchen-near-andheri-west-station/info,321,none,"12noon to 4pm,6pm to 1am(Mon,Tue,Thu,Fri...",Average,3.4,130.0,Andheri,Moderate,Average,Moderately Popular,False,3.5,5.83,"dad's kitchen north indian,chinese none moderate average moderately popular"
Ice N Rolls,600,Fast Food,Mumbai,Andheri Lokhandwala-- Andheri West,https://www.zomato.com/mumbai/ice-n-rolls-andheri-lokhandwala/info,321,Quick Bites,"12midnight to 4am,8am to 12midnight(Mon-Sun)",Average,2.6,31.0,Andheri,Moderate,Average,Low Popularity,False,3.39,5.65,ice n rolls fast food quick bites moderate average low popularity
Butter Chicken Story,600,"North Indian,Fast Food,Desserts,Kebab",Mumbai,Oshiwara-- Andheri West,https://www.zomato.com/mumbai/butter-chicken-story-oshiwara/info,321,Quick Bites,12noon to 1am(Mon-Sun),Very Good,4.1,45.0,Andheri,Moderate,Very Good,Low Popularity,True,3.75,6.25,"butter chicken story north indian,fast food,desserts,kebab quick bites moderate very good low popularity"
Balaji Night Kitchen,500,"North Indian,Chinese,Fast Food",Mumbai,Oshiwara-- Andheri West,https://www.zomato.com/mumbai/balaji-night-kitchen-oshiwara/info,322,none,7pm to 3am(Mon-Sun),Average,3.4,25.0,Andheri,Budget,Average,Low Popularity,False,3.57,7.14,"balaji night kitchen north indian,chinese,fast food none budget average low popularity"
Toss & Grill,650,"Lebanese,North Indian",Mumbai,Andheri Lokhandwala-- Andheri West,https://www.zomato.com/mumbai/toss-grill-1-andheri-lokhandwala/info,324,Casual Dining,12noon to 12midnight(Mon-Sun),Good,3.7,51.0,Andheri,Moderate,Good,Low Popularity,True,3.64,5.6,"toss & grill lebanese,north indian casual dining moderate good low popularity"
Stella's Cuisine,250,"North Indian,Fast Food",Mumbai,Santacruz East,https://www.zomato.com/mumbai/stellas-cuisine-santacruz-east/info,324,none,5pm to 11pm(Mon-Sun),Good,3.5,44.0,Santacruz,Budget,Good,Low Popularity,True,3.58,14.32,"stella's cuisine north indian,fast food none budget good low popularity"
Arasa,500,"North Indian,Chinese,South Indian,Street Food,Beverages",Mumbai,Near Andheri East Station,https://www.zomato.com/mumbai/arasa-near-andheri-east-station/info,325,Casual Dining,730am to 1130pm(Mon-Sun),Good,3.5,106.0,Andheri,Budget,Good,Moderately Popular,True,3.56,7.12,"arasa north indian,chinese,south indian,street food,beverages casual dining budget good moderately popular"
The Khansaama,700,"Biryani,North Indian,Kebab,Mughlai",Mumbai,Oshiwara-- Andheri West,https://www.zomato.com/mumbai/the-khansaama-oshiwara/info,325,Casual Dining,"12noon to 330pm,7pm to 12midnight(Mon-Sun)",Good,3.8,169.0,Andheri,Moderate,Good,Moderately Popular,True,3.73,5.33,"the khansaama biryani,north indian,kebab,mughlai casual dining moderate good moderately popular"
Salt N Pepper,500,"Chinese,North Indian",Mumbai,Juhu,https://www.zomato.com/mumbai/salt-n-pepper-1-juhu/info,326,none,12noon to 12midnight(Mon-Sun),Average,3.3,11.0,Juhu,Budget,Average,Low Popularity,False,3.58,7.16,"salt n pepper chinese,north indian none budget average low popularity"
Lassi Te Parrontthe,350,"North Indian,Street Food",Mumbai,Carter Road-- Bandra West,https://www.zomato.com/mumbai/lassi-te-parrontthe-carter-road-bandra-west/info,326,Quick Bites,12noon to 12midnight(Mon-Sun),Good,3.9,533.0,Bandra,Budget,Good,Highly Popular,True,3.85,11.0,"lassi te parrontthe north indian,street food quick bites budget good highly popular"
Punjabi Thali & Combos,400,North Indian,Mumbai,Near Andheri East Station,https://www.zomato.com/mumbai/punjabi-thali-combos-near-andheri-east-station/info,328,Quick Bites,"1130am to 330pm,7pm to 11pm(Mon-Sun)",Average,3.1,28.0,Andheri,Budget,Average,Low Popularity,False,3.51,8.78,punjabi thali & combos north indian quick bites budget average low popularity
Eataeria,300,"Fast Food,Beverages",Mumbai,Carter Road-- Bandra West,https://www.zomato.com/mumbai/eataeria-carter-road-bandra-west/info,33,Quick Bites,12noon to 1230AM(Mon-Sun),Good,3.9,60.0,Bandra,Budget,Good,Low Popularity,True,3.71,12.37,"eataeria fast food,beverages quick bites budget good low popularity"
Pal's Fish Corner,850,"North Indian,Mughlai,Seafood,Rolls",Mumbai,Linking Road-- Bandra West,https://www.zomato.com/mumbai/pals-fish-corner-linking-road-bandra-west/info,33,Casual Dining,"12noon to 3pm,630pm to 130am(Mon-Sun)",Good,3.9,450.0,Bandra,Moderate,Good,Moderately Popular,True,3.84,4.52,"pal's fish corner north indian,mughlai,seafood,rolls casual dining moderate good moderately popular"
New Lucky,400,"North Indian,Mughlai,Chinese",Mumbai,Santacruz East,https://www.zomato.com/mumbai/new-lucky-santacruz-east/info,330,Quick Bites,9am to 12midnight(Mon-Sun),Average,3.3,7.0,Santacruz,Budget,Average,Low Popularity,False,3.59,8.98,"new lucky north indian,mughlai,chinese quick bites budget average low popularity"
Ambrosia's Kaka Kaki,400,"Fast Food,Biryani",Mumbai,Santacruz West,https://www.zomato.com/mumbai/ambrosias-kaka-kaki-santacruz-west/info,330,none,4pm to 10pm(Mon-Sun),Very Good,4.2,71.0,Santacruz,Budget,Very Good,Low Popularity,True,3.84,9.6,"ambrosia's kaka kaki fast food,biryani none budget very good low popularity"
Creme Je T’aime Cafe,800,"Italian,French,Bakery",Mumbai,Pali Hill-- Bandra West,https://www.zomato.com/mumbai/creme-je-taime-cafe-pali-hill-bandra-west/info,331,Casual Dining,7am to 11pm(Mon-Sun),Good,3.6,21.0,Bandra,Moderate,Good,Low Popularity,True,3.61,4.51,"creme je t’aime cafe italian,french,bakery casual dining moderate good low popularity"
Trendy Taste,700,Mithai,Mumbai,Vile Parle West,https://www.zomato.com/mumbai/trendy-taste-1-vile-parle-west/info,332,Sweet Shop,10am to 10pm(Mon-Sun),Average,3.1,7.0,Vile Parle,Moderate,Average,Low Popularity,False,3.58,5.11,trendy taste mithai sweet shop moderate average low popularity
Anand Dosa,150,South Indian,Mumbai,Bandra Talao-- Bandra West,https://www.zomato.com/mumbai/anand-dosa-bandra-talao-bandra-west/info,333,Quick Bites,"9am to 930pm(Mon-Sat),Closed(Sun)",Good,3.7,50.0,Bandra,Budget,Good,Low Popularity,True,3.64,24.27,anand dosa south indian quick bites budget good low popularity
Farhaad Restaurant,500,"Mughlai,Chinese",Mumbai,Versova-- Andheri West,https://www.zomato.com/mumbai/farhaad-restaurant-versova/info,333,Casual Dining,"11am to 12midnight(Mon),11am to 330pm,7pm to ...",Good,3.7,107.0,Andheri,Budget,Good,Moderately Popular,True,3.66,7.32,"farhaad restaurant mughlai,chinese casual dining budget good moderately popular"
Yummies,450,"North Indian,Chinese,Biryani",Mumbai,Carter Road-- Bandra West,https://www.zomato.com/mumbai/yummies-carter-road-bandra-west/info,333,Quick Bites,"9am to 12midnight(Mon-Sat),430pm to 11pm(Sun)",Good,3.8,271.0,Bandra,Budget,Good,Moderately Popular,True,3.75,8.33,"yummies north indian,chinese,biryani quick bites budget good moderately popular"
East Indian Fast Food,400,Chinese,Mumbai,Santacruz East,https://www.zomato.com/mumbai/east-indian-fast-food-santacruz-east/info,334,Quick Bites,9am to 1130pm(Mon-Sun),Good,3.5,26.0,Santacruz,Budget,Good,Low Popularity,True,3.59,8.98,east indian fast food chinese quick bites budget good low popularity
Daffodils Fast Food Inn,500,"North Indian,South Indian,Chinese",Mumbai,Vile Parle East,https://www.zomato.com/mumbai/daffodils-fast-food-inn-vile-parle-east/info,334,Quick Bites,8am to 12midnight(Mon-Sun),Average,3.4,137.0,Vile Parle,Budget,Average,Moderately Popular,False,3.49,6.98,"daffodils fast food inn north indian,south indian,chinese quick bites budget average moderately popular"
Wagh Bakri Tea Lounge,600,"Cafe,Tea,Desserts",Mumbai,Vile Parle East,https://www.zomato.com/mumbai/wagh-bakri-tea-lounge-vile-parle-east/info,335,Café,8am to 11pm(Mon-Sun),Good,3.7,284.0,Vile Parle,Moderate,Good,Moderately Popular,True,3.68,6.13,"wagh bakri tea lounge cafe,tea,desserts café moderate good moderately popular"
New Super Sweets,200,"Bakery,Desserts",Mumbai,Andheri Lokhandwala-- Andheri West,https://www.zomato.com/mumbai/new-super-sweets-andheri-lokhandwala/info,335,Bakery,8am to 12midnight(Mon-Sun),Good,3.8,93.0,Andheri,Budget,Good,Low Popularity,True,3.7,18.5,"new super sweets bakery,desserts bakery budget good low popularity"
The Mystery Kitchen,400,"Continental,Fast Food",Mumbai,Oshiwara-- Andheri West,https://www.zomato.com/mumbai/the-mystery-kitchen-oshiwara/info,34,none,730am to 4am(Mon-Sun),Good,3.8,18.0,Andheri,Budget,Good,Low Popularity,True,3.64,9.1,"the mystery kitchen continental,fast food none budget good low popularity"
PopWonMo,300,"American,Fast Food",Mumbai,Oshiwara-- Andheri West,https://www.zomato.com/mumbai/popwonmo-oshiwara/info,34,Quick Bites,"12noon to 5am(Mon,Thu,Fri,Sat),12noon to 3am...",Very Good,4.0,57.0,Andheri,Budget,Very Good,Low Popularity,True,3.74,12.47,"popwonmo american,fast food quick bites budget very good low popularity"
FiLLi,500,"Cafe,Fast Food",Mumbai,Andheri Lokhandwala-- Andheri West,https://www.zomato.com/mumbai/filli-andheri-lokhandwala/info,34,Café,"12midnight to 1am,91am to 12midnight...",Very Good,4.1,375.0,Andheri,Budget,Very Good,Moderately Popular,True,3.99,7.98,"filli cafe,fast food café budget very good moderately popular"
Ohanna's,600,"Seafood,Biryani,North Indian,Chinese,Hyderabadi,Mughlai,Lebanese,Asian",Mumbai,7 Bungalows-- Andheri West,https://www.zomato.com/mumbai/ohannas-7-bungalows/info,34,Quick Bites,"1130am to 4pm,7pm to 1230AM(Mon-Sun)",Good,3.9,217.0,Andheri,Moderate,Good,Moderately Popular,True,3.8,6.33,"ohanna's seafood,biryani,north indian,chinese,hyderabadi,mughlai,lebanese,asian quick bites moderate good moderately popular"
Dewano Daa Dhaba,900,"North Indian,Mughlai,Awadhi",Mumbai,Versova-- Andheri West,https://www.zomato.com/mumbai/dewano-daa-dhaba-versova/info,34,Casual Dining,12noon to 130am(Mon-Sun),Good,3.9,1025.0,Andheri,Moderate,Good,Highly Popular,True,3.87,4.3,"dewano daa dhaba north indian,mughlai,awadhi casual dining moderate good highly popular"
Safe,500,"Fast Food,North Indian,Biryani",Mumbai,Hill Road-- Bandra West,https://www.zomato.com/mumbai/safe-hill-road-bandra-west/info,340,Quick Bites,12noon to 930pm(Mon-Sun),Average,3.4,32.0,Bandra,Budget,Average,Low Popularity,False,3.56,7.12,"safe fast food,north indian,biryani quick bites budget average low popularity"
Coastal Goa,650,"Goan,North Indian,Chinese",Mumbai,Near Andheri East Station,https://www.zomato.com/mumbai/coastal-goa-near-andheri-east-station/info,340,Casual Dining,"11am to 330pm,7pm to 12midnight(Mon-Sun)",Good,3.6,78.0,Andheri,Moderate,Good,Low Popularity,True,3.61,5.55,"coastal goa goan,north indian,chinese casual dining moderate good low popularity"
Trupti Farsan & Sweets,200,"Desserts,Fast Food",Mumbai,Near Andheri West Station,https://www.zomato.com/mumbai/trupti-farsan-sweets-near-andheri-west-station/info,340,Quick Bites,7am to 830pm(Mon-Sun),Good,3.7,34.0,Andheri,Budget,Good,Low Popularity,True,3.63,18.15,"trupti farsan & sweets desserts,fast food quick bites budget good low popularity"
Momo Station,300,Tibetan,Mumbai,Carter Road-- Bandra West,https://www.zomato.com/mumbai/momo-station-1-carter-road-bandra-west/info,342,none,7pm to 1130pm(Mon-Sun),Good,3.8,45.0,Bandra,Budget,Good,Low Popularity,True,3.67,12.23,momo station tibetan none budget good low popularity
Sagar Kala Khatta,200,Ice Cream,Mumbai,Juhu Chowpatty-- Juhu,https://www.zomato.com/mumbai/sagar-kala-khatta-juhu/info,343,Dessert Parlor,930am to 1130pm(Mon-Sun),Good,3.5,15.0,Juhu,Budget,Good,Low Popularity,True,3.6,18.0,sagar kala khatta ice cream dessert parlor budget good low popularity
The Churro Co.,250,"Desserts,Bakery",Mumbai,Infiniti Mall-- Andheri Lokhandwala-- Andheri West,https://www.zomato.com/mumbai/the-churro-co-andheri-lokhandwala/info,344,Dessert Parlor,11am to 11pm(Mon-Sun),Good,3.6,19.0,Andheri,Budget,Good,Low Popularity,True,3.61,14.44,"the churro co. desserts,bakery dessert parlor budget good low popularity"
Hari Om Jalebiwala,100,"Desserts,Street Food",Mumbai,Vile Parle East,https://www.zomato.com/mumbai/hari-om-jalebiwala-vile-parle-east/info,346,Quick Bites,730am to 10pm(Mon-Sun),İyi,3.5,21.0,Vile Parle,Budget,Good,Low Popularity,True,3.59,35.9,"hari om jalebiwala desserts,street food quick bites budget good low popularity"
Hotel Mahesh,600,"North Indian,Chinese,Mughlai,Fast Food",Mumbai,Santacruz East,https://www.zomato.com/mumbai/hotel-mahesh-santacruz-east/info,346,Casual Dining,1130am to 11pm(Mon-Sun),Good,3.5,45.0,Santacruz,Moderate,Good,Low Popularity,True,3.58,5.97,"hotel mahesh north indian,chinese,mughlai,fast food casual dining moderate good low popularity"
